"Class","Method","URI","Host-Header","Host","Connection","Accept","Accept-Charset","Accept-Language","Cache-control","Cookie","Pragma","User-Agent","Content-Length","Content-Type","POST-Data","GET-Query"
"Valid","GET","/ixJK9fQz/rcE@QyWFLlPjQDO7qCax/pKSJ9sc-cZ1@C@2L/ldDd3m/qB5tYmc/oXV4/m4-v.EBu0D0G6jP/u3Lnf8@RuzqAf@/oM3.gA/trgtkgce.shtml","HTTP/1.1","200.92.165.246:80","keep-alive","application/*, video/mpeg, text/*;q=0.1","*","el7rl-dtezc;q=0.8","no-cache","qusitadotie=oanerwa;lurn=oofJsjb;5ecdtv=8","no-cache","Mozilla/9.3 (Machintosh; U; PPC 2.9; I5-ri; rv:5.7.5) Gecko/32146927","","","","rcnrsexlOphh=teRxlet2dur2l8&elfQsleatI=3isgnvohHeu&ef1to=%5DshsA&j2k@26=tl&ocotossbayo=myoM&iNsdrpy=521678783&enljteoyeaen=%40&_z1Dwindow.openz5O95I=3tbRoeT%3EpMdeon&oeliTntc=eyeErScZNw&HA_AIR-KX0G=e+ie&eiadmd4l3kmzE=783273&l9edngmaedx=rtEcatt%29oct+v&uryDKesoL2sr=catitzI3%27hdocumentgHa&0ounionOgObyT1@g=rwvs-JGopR%40"
"Valid","GET","/openX.html","HTTP/1.1","2.29.110.61","keep-alive","text/plain;q=0.3, application/*;q=0.4","*;q=0.6","vtasen-l3Ishn, wLooita-eI;q=0.8","no-transform","gMTSbin23= oag;rfee4ern=40313;Irtynelxshevfwt=3\\eg2eae%o","Ew9ltdnN='ad'","ionesw6csdtNiheuto","","","",""
"Valid","GET","/tj7Zy970roVM/cTy/uAMvOQGw/iru5irohelheaanek/eot/uemIeieort4/yIgdwceSdeuhia8o/rletlivfDliuree/xeZh6daisntntaSSdum/deleteaLxyA1/i_G8VuK35c5GarV/7ZB.htm","HTTP/1.0","www.nn7itnb.com:80","keep-alive","image/jpeg;q=0.3, video/*;q=0.5, text/plain;q=0.6","cp-950;q=0.1, iso-8859-8-i, us-ascii;q=0.7, ks_c_5601-1987;q=0.8","*;q=0.9","no-transform","tMfdwdgRr=3g;hLa=25286044","T3rz=arr","enbfi6T/6.0.3.2","","","","gtmShpt2=lqe1&tibise=jotFPeE0de&tHho=dcnsttsii0&ntiezgo9nc=icuq&A9xaBfqmEdd=liod&HacceptLTmZDQkr=A"
"Valid","GET","/spranmNozc/u1oedoa/tmetaautoexecGMnullQOcLhIdiv/hFyiqqvzL0Ew/jXZIuj5.TY/oliaESacq8yqet4r/f1lV5BHMriJbcYeuU/tNWjPWk8hgiOqN/eApINTMom7R183S/PAmexmlJ2yBs.cfm","HTTP/1.0","105.172.237.49","s4nyhkn","application/*;q=0.7, audio/*, application/x-tar","isiri-3342, ks_c_5601-1987, euc-tw;q=0.3","*","no-cache","ehintinmn2pmjge=aavRddiv;UeYt=as;ty=srNI8tonae;emr=rusinnnYarlikel9a","3nnc=Uees","jqmeriuao0qNtqbesf","","","",""
"Valid","GET","/osjyKCfj5Du/s.OGoa4yJD8GSPD3/0tbnohaeoeinnlbele81/debeoiYslq.jpg","HTTP/1.0","201.151.126.117:6","close","audio/x-wav, audio/basic, image/gif","*","ldhze8-H;q=0.8, n-o","no-store","qan4e=9ai'n;Ss4birEeentdQb=hw90rMK9SPK5;skneieOgtm=ol","no-cache","Mozilla/3.1 (Windows; U; WinNT 1.5; Ec-r6; rv:6.9.0) Gecko/23581549","","","","ha=353&xe=oh0"
"Valid","GET","/ronBt7Sct8nasqtass2i/KPbg.z7K/M9mhmxEttTmodtorrt/rinshXNgcnIuo5E/0d@Ja@i1sR41V0/favO8N7Z/OcawodinadEnataf.php4","HTTP/1.0","www.hyJtNlvsyq.ch:80","keep-alive","audio/basic;q=0.5, text/*;q=0.6, audio/*","*","*","min-fresh=3956","2iceAstn=nxmlhOgtx;Snvua=cXFBOQ;X8VdeleteBtNF=657002;a6ukeiee6eqf=hGkpwL","snsc='ulr'","d5GNtTXqmy http://www.sTt2.ch","","","","Mvatrscqr0s=cse%3AL&SaTJx=ocEb89osynn&aLD68T=691&khjP-Su@B=Mt68thhfasNir8ahic&rijeu=nAGIAtgcTMAU&5f=%2B%24ysystemc&Ncs=opt%3Fsnseyneoerh&vnytagaedai=heay"
"Valid","GET","/aform34Dyd27YfB/eA5rbh-uQ/ne6rhde3/Eallln0/Kg.eEihtaccesstyleBI/cCuk9r8_aMe1mrqrhXA/2aOEu7fxalwftgac/stkCc9l87i-s@C/BDjVCBQMKLxrf.cgi","HTTP/1.0","www.iYefata.com","close","video/quicktime;q=0.2","x-mac-korean;q=0.9, iso-8859-4, windows-874;q=0.9, cp-932","aaylit-r, iawg-ncCunAu;q=0.5","only-if-cached","evg=3betweeni+wt;G58l2<s;sx=30048826","no-cache","Mozilla/9.2 (X11; U; Open BSD i586 3.5; uc-on; rv:5.8.5) Gecko/46576633","","","","aersEreai=t%27%3Ax&k4skejntybie0tu=+t+&BD61otzinloh=a1Duy%40h&oftesast=ne&ahi=+U2+l%3A&peltte7mjm=or-c"
"Valid","GET","/W1_ln9ystyle%uAS70_/c@qhwSSct1gOX/ntmtklSlyQadetdnat/Nieaqe/eFlpU1o/yBDysr@pkCMp4Wdl/xF4Kd/nlKTLjB-X@dc64E2y_WO/gE7YhttpsiE8ar@aELM/tel/iyusr5sdatGsihscat.html","HTTP/1.0","197.67.25.159","close","audio/*","x-mac-korean, euc-jp;q=0.9, iso-2022-jp;q=0.0","*;q=0.5","max-age=42294","ILt=1;ei=aKcJN;mmcarSopeelpw=197036293;eetaistwhsi= ot@p ;C9tbti=e;o;iInner5=2","o='Ki7'","c0eyeiu (eXFKkFN)","","","","eEo4ieyeu=ddmp&a2b=iEt&V4qjrx=67640&H4kP4M4=852&J9Uc=djeRaeI&tht9=mn+t&h2r=cogdsiyc2"
"Valid","GET","/i6sCrQ.L5D7Hx/hPZqcRoIF7/yr0BwEsn0u/sqp.VU0U-2Ge/nraTXo21ntlai/p_@tD@b1S1YRXd-oEpzI/ufGXg.gb22.dJ/ne1dntu.htm","HTTP/1.0","www.saN0fj.be","keep-alive","*/*","koi8-r","*","only-if-cached","aspe5=26;JWgsGE=stdwy","MNbdwe=60","Mozilla/8.5 (X11; U; Linux i586 1.0; Oo-au; rv:5.7.4) Gecko/00384917","","","","al1eNaosa=U%2Fl+rl0nso&aosloeZ4oe=r"
"Valid","GET","/Sako0457xp_/sEy0ehh1/tobep/yf0JD@NwS/enpm3f/my/hvN@jFoDyolJtJ.nsf","HTTP/1.1","40.77.252.151","uorsoAd","video/mpeg;q=0.4, application/*, application/*","*;q=0.9","*;q=0.7","max-stale=8918","snnpeiectoaegrb=ns';y9m6n0rls=dut ee5lh+;DZQ5iframeQ5p=lesdQnd;rbrpsO=6869;huRcsoTenokngn=cx","no-cache","Mozilla/7.0 (compatible; Konqueror/2.5; WinNT; nda6zfett; ihn3; iteihea)","","","","hea7feotmenai=7&etctstoldr=2821511"
"Valid","GET","/zN1zx5x/ascw/mltmdmerefaeT/aBxVtgyy/e0a-QYLYMechoztqX/Pf_QNco.vA6m/j9mSDLmwadEii5bm5P29.png","HTTP/1.1","www.tnnT.uk","f47tSlal","video/quicktime;q=0.9, application/postscript","*","*","no-transform","ied=ume yscript9nn>inR6 brM<;DMIGlaN=097;xidN=huiaj","erzoaodw=57teto","om306XJ4 http://www.ltedtn.fr","","","","ett=085350669&TsS-=enARt5W20&5httpThavingTbgsound3b=6&2.igroup byg=eTcehttseas&ztosg=o.Q&ti8cWk=157727&wkiyyoyautv3=lJLn0pU&W1e@Io=a+akaetOma+vbscript&FkorC=e-6ggR3PKvU"
"Valid","POST","/acULgEQ5Qk/Ean1inncng8/euhThfdcn4/xOuJvoCFt9j.dll","HTTP/1.1","217.34.115.114:80","close","text/plain;q=0.7, image/png, text/plain","iso-8859-3, x-mac-icelandic;q=0.8, x-mac-hebrew;q=0.0, x-mac-greek","eecqp-uee5Mb;q=0.1, r-kDgdt;q=0.8, Nb-X3hoa;q=0.1, k-ERrs;q=0.8","i5e=pt","Eaenf5k1ief6=0671","no-cache","pUyJAX http://www.etch.st","142","application/x-www-form-urlencoded","ns=6808&ui3ge=080&m0ams48= &jxUawXe=r%u30@&hirnigyet=pwoy3vi0nsEslnmY8&eo=wohng&edEsnrear5h=|tx:aSoE74m&JtmpD7mAX=nph-)scslbodys-bin",""
"Valid","GET","/aAJ-uL/O2lBeUZg1dhttps/Zw1/deXKM3FXrjnQdW/npgy-OsZDWqnXy/gu.6m1e7KQmD5/deO/b0.exe","HTTP/1.1","www.rwajn.st:80","keep-alive","*/*;q=0.3","*","i-ed5de;q=0.7, ei-taemI;q=0.3, oP-i, WBn8r9La-drenh;q=0.1","zs=imetsys","8toS3aEs5ecd=n%m etc%","no-cache","Mozilla/3.9 (compatible; Konqueror/4.1; WinNT; eesner; dTjwi)","","","","8KyW=sRWX.OsCUS&ua3ahI=7eapwos&j4Mhfa=asform&ehNtaale4=ahaiEoa97pindwe&ai5tg7h0vos=+d&twlwveenep6=05471244"
"Valid","GET","/ar8.HdD/liAvI/4mPoASSrgA31wEW5/oi4etrr1noeaih/n.s01kkkS/ps4catlq4rt5j/o4mbCR/l9piSivj5/ee4iOAz22taah/5updatet.6BiB0perl/nnEesshNhspfrmenj.jpeg","HTTP/1.0","www.Hduwkeel.st","weecon","text/xml, image/*;q=0.5, video/mpeg;q=0.7","windows-1250, windows-1257;q=0.5, windows-1255, euc-tw","il39nrsm-a, oisoTit-mCldvm0;q=0.8, titk-tD;q=0.0, rn-iv;q=0.3","only-if-cached","fokfyzig=95449048;goRoa2=4369759;c-hh.aSC4W2=e 0s;ha=Kpsltt","no-cache","Mozilla/4.5 (X11; U; Unix 8.1; bs-tz; rv:3.4.9) Gecko/38884890","","","","lrbehk=-o&7XPXA3wjM-S=0dtrtdiwx&0I19cmOrcpIhR=%27msn%40ewdivTnuEt%5B%27pn&t.TQ=0646&smnn=066&eNefntlulunm9=DtjMdnon&Htswoc=387&Ra=neoopHrpe%2Fn5ea&mI-1Bhttps=rh0rfms&36SncCjnzTKx=wgetNkeb&R3betweenv=sUia3yIfheimhhxn"
"Valid","GET","/Ch@orLrvJGaRo/lcaiu4ne.gif","HTTP/1.1","www.pne3szit.st","keep-alive","*/*","gb2312;q=0.0, utf-7, iso-8859-15, iso-2022-jp, x-mac-korean","edm-e","max-stale=56669","stdrrvp0ilizl=f\\hGstyle'e;piLgii=eEZcqLkY;Hlgp=trt;rrTfai4aEs=4693;Sr=trn;Nkte=5i","no-cache","aotwafUet (eL9G1M6Yx; wUqa03U)","","","","0heooesaOBe=binzs&toavimbgbx=9OvBG17q.L&NR5gjMX5CFf=61754&WP.insertWdeletebinO=mtn&aDexdsr=de&a02kd9km=0hy3u%40dCHL&ond=eZyPA&2eopm=089324&oi3q5ipteewr=468869"
"Valid","PUT","/eohwIhrcaexvuq/oILcoIcv7/M5QfY/szs/nuXUqeaHQ2lDmDuM/6irBaV09A6MKvR/6PBfVadToYK.sP/oi/tfwyZY@-A.50.sh","HTTP/1.0","www.eareo.org","close","application/*, text/xml;q=0.3","*;q=0.8","ljh-seonaseb;q=0.5, w-a;q=0.7","max-age=1481","YIandLfQZk_t=sa;OtrkhAZwtdvwN=ceOaktxuibsea5in;asrekoiNyn9To=or;thyi=n8CWu9uxRc;m2VWb=3759","yb='ite2il'","Mozilla/2.8 (compatible; Konqueror/7.6; Solaris; n6iehc; kshhoen)","267","application/x-www-form-urlencoded","tn9adtlOz=chnGeafneauohuxs&nrtlncl6ojrets=emocha&e(ncta1bupdategroup bymsautoexectph&er6i0ar=ea&ee=8411241694&m8O2nqai3=65996&L@e0BhN=hnD9phbO_Gj-&nweena9pdnanee=e_1FJrXL&mca2=9sxNcbN16&7_g9jT6varKfXscript=8690351407&Mzlsp_qF8=ibsfh;passwd (inputtyh;ssexeca",""
"Valid","GET","/03WQHAhkUAiits84/LahIn/991s/gtoeox/lrhf/t43alg/o..i/fPuA/aTiEvJjFnD/p4-uuSP.aspx","HTTP/1.0","www.ytspm.org","iy6tLtn","*/*","*","*","no-cache","3ICCHW2C=5989803;etdnn3hqhee9rw=99adiunltte8e;nhbWatllcloi=133770667;Kpza6xwPYC=i>< linkY a","dneu=ter","ehwocuucml/2.6.7.7.7","","","",""
"Valid","GET","/cpta.jsp","HTTP/1.0","www.oeale.cz","sqTxeui","image/*, application/*;q=0.6","hz-gb-2312;q=0.6, x-mac-roman;q=0.4, iso-8859-4;q=0.2, windows-1258, iso-8859-8-i","e3snio-lg, 2-hreo2ua;q=0.9","tofeeo='rh'","9ac5o3Y=eiK3QqwZow;1otree=8adQAq","ncvanUe='ie'","fdos (aGq5wIg3; pyaWJT; duIq7L8; czgxB3GP)","","","",""
"Valid","GET","/lPGbyJ/D@l@CB5libY16HiQ/JYkt7WxLI95/dY1-NaG3KGHUxVbSW/srsahln6EUmoslbl/feabAsN/ev4jl/tinia/ttoPtcotmaxzeu/le5adart.php","HTTP/1.0","121.49.166.75","keep-alive","image/*;q=0.7, image/*;q=0.8","windows-1254, koi8, windows-1252;q=0.8, iso-8859-8-i;q=0.3","*","max-age=34209","an0Sa6=kM5;rlxoioau=837873330","mtwSots7=cT","Mozilla/3.6 (compatible; MSIE 2.9; Win98; ya3utubx; eahwosn)","","","",""
"Valid","GET","/6LasEsahtootuncll/orewscarwnhTetEh/pstp2/kRem.WBTst0/argmevioneIyhe/raj3Eb@/bGreplaceFlinkandExqEw30/ecseaicnot7es2/swGBXWNusWL8x@gfsM4/7n4xseewd/tFZTUJ.pl","HTTP/1.0","www.tHty.cz","atmtret","*/*;q=0.9","x-mac-icelandic;q=0.5, iso-8859-3;q=0.4, iso-8859-5, x-mac-hebrew;q=0.9, x-mac-cyrillic;q=0.8","eethaat-or","only-if-cached","@t13u7Uk6=a9reh;lszr=eK2@HO5zZ0","CkpYaaDc='fto1lc9d'","MEro2Eaohg/6.7.5","","","","J13scriptDgroup bywinntDaT=3224&rrit0aB=se&2ids=MhDsb&nlaly=nnigLccunion&ceSeaoato=2943786&ondrbe=scriptotmpfdvlureid&P5=eGrcch+5u5E+r&JnodeCGx=xM8Oz6QdPQr&aXonh=ttmppc&ogenrdtnn2=ejrElobjectu5nirme&hhtm=eO+"
"Valid","GET","/uKkLWLB3JzneE1/hdrrn9naecEh7t/s5slAeer/VzObbJb.nsf","HTTP/1.1","120.39.12.228","close","*/*","*;q=0.1","*;q=0.2","max-age=85265","taddrOcxytsetD=803;ysoUeSi=94057","no-cache","doht/3.1","","","","7ygxPEz2wcuri=eer+"
"Valid","GET","/eXYA4/8rho/i7re4rZ@HRi79H/Htirsatair/eO5/eane.cfm","HTTP/1.1","www.yeoihiir.it","close","*/*;q=0.9","*;q=0.7","RCnt4i-i;q=0.8, suneets-1adereiy;q=0.3, sina-f, se-q6;q=0.1","no-cache","senUw=bnao;rastuvee=sreplacel h;ten=8940106817","nNejtee4='aa4i'","nee0arza","","","","twaN=%24&rphoawc=1oMa8&bnr7ozmehurl=30&yoaoc1lopeela=%2Fbaen&ny1=690&lad=ryfFmhong&m8tta9ej=16"
"Valid","GET","/QFmadmin2/oaqCbX-BvEXQ.MK9AtEG/8mk0bin0d0/csaWGa/MXe_D-qSo.js","HTTP/1.1","www.Tavj.cz:80","teyp","audio/*;q=0.5, video/*;q=0.4","*;q=0.1","hd94ro-3xr0;q=0.4, mnce-del8w, anet-llo2r;q=0.5, p9apob-l;q=0.6, tEfu-5doovi;q=0.1","only-if-cached","Uelrhnjanyssacn=i-;MmEiframeyxQX1N=yaEE68","no-cache","ocfeovooldRiFfcsre","","","","e2einamnot3io=sUUMlsbHIQYL&vDRnph-4FkF9K=33274&lBHdocumentncl-_nullf2t=o7hTc45msResurto7&eelaEeoecabet=xuerrdrnfEt+qstdin&aoernc=soil+mailhl%3Ashavingaoatuuais&oienm=%2B%27style6mn&ttswfm=hHBTc&lWhil4=0513355&tsahzpwsne=ae7nebrslcvrunl&eoyopgdsElor=4729583&vSe=asehi2zotsldex&ydt=eQD&he0aaonibRsakn=318&ethruinre=ae%25se&slcjitzs=nsbddo2Soigfsfo"
"Valid","GET","/3moien/cie/llsUU4/ocooittodrseiueahh/xSvnaipihOs/JpM2homerY_9fxCg/wH1qSdnBcOjs..php","HTTP/1.0","231.200.30.226","keep-alive","*/*","euc-kr","*","only-if-cached","cea='hue0passwdyydocument:e >she","1eni=hltc0npc","nskqsCBG http://www.thuG.biz","","","","seAh9Oe=kcoeexecooihttps&2vx8gsystem.V=tvtls%7Cirbtt&4diubzo5Oa=eaH%4070&a89ctoeaaxip=ce8hPvM35hH&LhEBiA9WYvF=409175460&tky90fRntooe=omM6"
"Valid","GET","/j79CzYCA7JbwY/QGKYbodyAzZ/iQCIjzrg72/himcawbAeh/hG/4Esr/r4HVbngeNKn1WvW63aF/a@GPAK/6hrWaj1eNhh/re1asholynhpasX/AelibsIwrbiibsdwsmf/imecn.dll","HTTP/1.1","9.135.28.3","close","*/*;q=0.5","windows-1253;q=0.4, windows-1251;q=0.5, windows-1251;q=0.2, x-mac-greek","tr-ctnee;q=0.8, tZdvae2s-rpl;q=0.6, 8oofneo-trueokto;q=0.3, d-sreS","rbAddc=kwae7lt","B8H22DOoptwVj=73462249;doAyc3naa=3;nt=bifvartmoaijxusrt;0hEdnr=9;ABVChtehH76e=<n]f&","iu='txnds1s'","Mozilla/0.4 (compatible; MSIE 1.9; Linux i386; wuUddTtiC)","","","","t8eay7=74375488&4L_7.RNmailxNEp=5&xiieuouaf2d4r=eoepei&e4otR=lhhome%40openg%3Ag%26y&saie6fiiT2t=yoHee+Roes&oi=anaJ8NQ0oe_E&g@aTek9location=491&utooeUvH=htn3a%5Dr&6AirehoeB=541556671&vrwgouy=j&es3ybrkjeani=9&hssNdcunso5y2n4=959221209&nadbtstdesz=8549371"
"Valid","GET","/Kg4L6W0@samwinnt/wYNoo19wH/u7h/eVGtTgned/4acceptXQoO9/lPJYzak6mKPhpK5/nyetoaNKt.asmx","HTTP/1.0","www.7ki6L.com:8165","keep-alive","*/*","*;q=0.2","i-r, tnRNecn-eucn5b;q=0.9","max-age=242","Thttpg5tj=7;bzDJQwhereEP=|ecopy;e1=00635","no-cache","Mozilla/2.0 (Windows; U; Win98 5.0; we-db; rv:7.1.9) Gecko/28031011","","","","carH6imc=svQi&nssaiopt=%3BsS&etsia6o3=%5DArt&stylez1V=me37hhtaccesf&BZm4dw-ykGX=332717&6eentu6weo0n=etnsei3ehkl0rm&msnDmkiu6tmsS=943311&oTecYaeib=360477&rC=inoInhhde"
"Valid","GET","/A5RmKzgBu/htwgetmelXBuog_n/aivE7nlhKD@-xkY/sorngoc/VgRO/omsm/Ayr.gif","HTTP/1.1","37.78.206.193:8","diEtalU","*/*;q=0.7","iso-2022-kr;q=0.1, x-mac-greek, ks_c_5601-1987;q=0.0, gb2312, utf-8","ws-srz, nc-dal1, 5n7eeea-damtgs, mmmot-doh;q=0.6, olu-4sdicwtv;q=0.7","no-cache","9wzanzCb=0693369;oorHu4Sr=3;taaesynooVso=?Llsfp;ncl9Too=ya;5tj6eaka=mi+","emn6Sbe='nNtt'","Mozilla/3.8 (Machintosh; U; PPC 3.1; g1-e3; rv:0.9.6) Gecko/88264293","","","","ae5i1ei3t1mkd=htinh+&aed6yyd=trt"
"Valid","GET","/zx/ear1vZsSp/esi.kaTuvaUgg/i9/rnen3q8u2nhoxr/aeyoza.cfm","HTTP/1.0","www.gtnu.cz:80","close","*/*","iso-8859-2;q=0.9, iso-8859-8, iso-8859-9, iso-8859-2, iso-2022-kr","*","only-if-cached","6slremf=9423;nmlntt3HtDsfi=3918007;ujlhonit==msr","no-cache","Mozilla/0.6 (compatible; Konqueror/3.4; Linux i386; kognhs6eEt; aespcoqo; omnqeoiftt)","","","","nfrmeama=hTLdQrw&mghm=620750&oi=4&llAihhna=%3Dn&meo=ts%28siframe%5CDmn%29+achhmailo&SU-G=edlnnh&gwxai=02&wckrGlnneteuhE7=198046&fsd7if3e4foiMsc=eb&qdtcdLhtl=9181&e6iiwimyrEnTMbi=nn%3Cutueeincludedlyp8"
"Valid","POST","/iJS72zwS/umxOaw9DVnDV3RNfBX/tX6oJ8/rV4o..tiff","HTTP/1.0","www.iaepko.com","keep-alive","application/postscript, image/gif","x-mac-arabic, iso-8859-4;q=0.8, x-mac-arabic;q=0.6","*;q=0.0","max-stale","jt=IOe(","h3ircA='mv'","lIneqFctEisStl0b","42","application/x-www-form-urlencoded","N7wshi=253394&llaw5ioxuhuh5a=euateMh7tLosn",""
"Valid","GET","/z7h-ucZ7YyWr-nMyT-_q.dll","HTTP/1.1","109.72.118.106","keep-alive","image/png","windows-1257;q=0.4, isiri-3342;q=0.6, windows-1252, cp-936, utf-7","*;q=0.3","no-transform","rtwltnufdmtt=imJV-yCDSkd;YMdropN7rjELG=73296556","ou1haet=tuoi","Mozilla/1.2 (compatible; MSIE 9.6; Linux i386; Nyi2taul; Mene)","","","",""
"Valid","GET","/3LBwzh5gV8RkDn/sb/rZ8WrUrVUDTc/nthtuypepl/n-T8mX8/kijroE4hehsfOc/Jperl-21.MEprocessing-instruction1system@exec8/dzSGXZ7pBG11XTF6oNf/odePOntlasd/aoeRnidijHnEvr0zqdyh/cv_wmQCtx46WFvvw.tiff","HTTP/1.1","www.Gbaoio6it.biz","yXNer0s","*/*;q=0.9","windows-1257;q=0.2, utf-8, euc-jp;q=0.3, windows-1257;q=0.4","*;q=0.8","no-store","mr=71223;iyGeYspea=httptn;iN:;dI0lR=esamynoQpg0aTrrM","eotoc='a'","Mozilla/5.6 (compatible; Konqueror/8.9; Win 9x; 6sers)","","","","iTtgEso4SttEn=ua&EfDoejhYe2na=gsi%5Ceee&cti=wcoIa9tb5obqa&IhttpPjDa=BErrj2iwmfd&wxgroup byL=131566"
"Valid","GET","/bat8uu6b0calrO/foatmstSithaoo/idspl/it6ttrAorE/s@nbr1xPQfGRVRTVoBYg/YhItpeiwseTbc9n/PSnai8LXEs/kgP/SHi7.ASUwget.aspx","HTTP/1.0","www.9wbwteede.com","close","*/*;q=0.0","iso-8859-4;q=0.1, utf-7;q=0.6, us-ascii","*;q=0.0","no-store","oeisEhnbgnmpo=asuea","wcsnEnjx=r98wde2A","eKMDEzr7Co http://www.fni23.st","","","","2dyrutnhOco=temocha&henHyarwmbhhi=nItWradcrlQels9&kB.kVD-=cxp_t%40i1E%7Ewgettmpde&tn56iui=517569918&Oy=o4nghrCmHqF&0iefsN1sersts=vheyaat%29&1ag3processing-instructionyh=turioarsre&tpigifEwo=rde%3Ci&friAdojintsKu=s5ebu1r&o64r3os4mzduft=tNWgFQA&e8ara=nS2wmna2aludetrve&Lee8=t%3D&scrpaS4er9ehta=r%3F%3Fr"
"Valid","GET","/hadmin3d6dfmailreplaceNIw/cxtr4sutynzh1xplelAb/c3OV3-ta/chboll.asp","HTTP/1.1","www.Tksnhter.de","close","*/*","*","zca-l03tLne, itenrdl-oirdTt, gslOte-8ymtor;q=0.2","L='trzi'","roaDyeatx=6tishqnyeoneadlh;emeeMf=egWlwigs1emspi;lp6hch=)dgoptd6dras7%ui;emsueeeilMte=7esx\\s[s-","no-cache","Mozilla/7.5 (Windows; U; Windows NT 9.3; Ee-we; rv:8.3.1) Gecko/22485848","","","","uoWnoe=aqj"
"Valid","PUT","/oStOagtxc0eat/j9jFJmb_/o_W-8wicqOxPz6qI/fkE2/eL/lTUJRX/asixysd8nNena/bSSiQ.bin","HTTP/1.0","8.4.170.145:91412","keep-alive","application/postscript;q=0.3, image/*","shift_jis","Hut3s-nqi;q=0.5, sEedaz-Nht, tagyJor9-aym0enn","max-age=177","slwq=389883451;vsolamahE=464261;ozmoelAoRurFl=oF1lM0_;hvm8bidd029=l5tpttaoeejrbrtlqn;HQRP_yk=forma","tsoeGkw='R'","Mozilla/1.8 (compatible; fnsi; Solaris; mneAiU2nro; OHmabn; n6lsleait)","208","application/x-www-form-urlencoded","oso1E=Ur&oeSteownttm=suUTn&ootetrdaTuitais=smnsogjmatlbE0a&eisbrecee=062&tBftwynsf=d]d|owi&e8Ntrsf=iVE2Cz&noauln5toadRiDe=rHPjvRyX.9&hpsinput559X-=iie8unra&rdr=tniaycdhbiZa&oAt=~llgIaOk-formegsystemetrE",""
"Valid","GET","/8Dbdteetel/vrsos/a3@DK5PF@RrvV/7EAZvhstdinoLaw/lx/ttoeeeen/sG@.4XuiAA8eEV1P.H/m0ygR/e2tSelKTU3H/wAsGXp7RV/6Mbw7/eb.cfm","HTTP/1.0","157.198.190.78:80","close","*/*;q=0.4","us-ascii;q=0.1, x-mac-roman, x-mac-chinesesimp;q=0.2","*;q=0.1","max-stale","zaf=t1;Tiugtiso8evtsf=54202558;iwvIvLI8vPx8=nsohaimt7]gfoErrs;eaesdrAotiro0aj=$e+cbetween;pGVIcifYEJ9t=];wnOc=mSNe","no-cache","iibnstcee","","","","Tnalmneii=%5Bts6s&hj=nLU&upsaYkigfduEbk=477834&dacd4iseja=7e+l&Yk5di7iituUelm=si&Yrlwe=662227&enttiErdl=rea+&kVXwBHZyYYT=lno&oesos=%29%5Cor4t&ersoY=gMrnMJ2OT2G&u5o3EKl=eiewrt0nisshoajhek&rinlth=4&ass=+e%3F&ageo2iabzi=9552796&aeLselem=427504"
"Valid","GET","/s5XL1@_sYTfX/ob@G8MvaDpAFYOZDpGi.tiff","HTTP/1.1","www.8ieta.gov","keep-alive","application/zip;q=0.8","koi8","*","no-transform","ek=5;L_incopy=580286;7h=nJC8ZDr@M","no-cache","setdtdilrt (a3AN3Yiz; trL.QJ8; 8@IeH09N; yet0KcRSp; gNx0ovQ6F)","","","","s3=a+&swtela2mdc=qbiW&Eebtlj7=vwUR-qNe-l4&an=8+tp4e8fbloptsnph-wa&r6c7Z=rJs5I01yFtDM&aziioeoiooieet=mcBe&sioq=6twcglafen&Dhv4ratuiryan=ng%5Demrz0replaceknhan&DpiHtte3et=qzn&BstmpwVFK.=sAh0nnwdnsthl&rnJscript=%3C+9&dnosthwmvmail=5293"
"Valid","GET","/7pn/rla0taesmldg.cfm","HTTP/1.0","156.16.173.135","keep-alive","*/*;q=0.9","*;q=0.9","*","no-transform","UsafYb=icihts","no-cache","Mozilla/7.0 (Windows; U; Win98 7.0; ez-cA; rv:3.2.8) Gecko/12666059","","","","aetl=%3C"
"Valid","GET","/etSomajsic/7VoJQcxEID7mkkftp/ocGf/ageqmrrteptna/x30whereOF-/eotsu2Cto0uB/y1LWm5Cta/o.iframeWwidTHLtperlH/ce1cSddoiaN/dod/nqZh.exe","HTTP/1.0","137.69.234.250:3","eicnhde","*/*","hz-gb-2312","ici-euarosfn","max-age=60064","6tajeiic=iAouis;rEhlrdTsstrct=lbmetat;Qiform0TS=j5FPev8qcWnv","e=Riqf","Mozilla/4.1 (Machintosh; U; PPC Mac OS X 3.7; i4-mr; rv:6.2.8) Gecko/71703394","","","",""
"Valid","GET","/n2od5u20rlseiehyi.mdb","HTTP/1.0","www.eeydhl5I.org","orahoml","image/*;q=0.2, text/*;q=0.8, application/rtf","*;q=0.0","naEdidi-gpren;q=0.3","only-if-cached","vh=I;rtTstaTt4=ehbacek7gtln6;-EUHJ9lTO=zmninputs","no-cache","Mozilla/0.0 (compatible; hindeTodnf; Win 9x; Lhacemlo; i1hct; Tlrfe4ad)","","","","khmAnolie=+&onWyQngg=zfahy&noaeo=atepdts3nzeAcda&trHnL=957&ea=wzsay"
